station_id,station_name,latitude,longitude,empty_slots,free_bikes,timestamp,extra.uid,extra.normal_bikes,extra.has_ebikes,extra.ebikes,extra.slots,extra.renting,extra.returning,extra.last_updated
2f09a64507cf6257c67ca20af27339eb,Chestnut & McNicoll,49.275938,-123.145939,14,2,2023-02-13T19:22:31.402000Z,0147,2,True,0,16,True,True,1676315902
73f388336d879bedc962cd412eb0296e,Creekside Park North,49.2756,-123.102661,8,8,2023-02-13T19:22:31.404000Z,0148,7,True,1,18,True,True,1676316071
cb6fddfdac7d350d25be475c7ab9e05a,Alexander & Main,49.284157,-123.099917,7,13,2023-02-13T19:22:31.667000Z,0150,6,True,7,20,True,True,1676316036
cadc004f0903ef45e898032143c0832f,Arbutus Greenway & 14th,49.258924,-123.152591,13,7,2023-02-13T19:22:31.712000Z,0152,6,True,1,20,True,True,1676315630
57e928d8c30fab0ebffb3ede850f89d6,Arbutus Greenway & Fir,49.266774,-123.141135,4,12,2023-02-13T19:22:31.713000Z,0153,8,True,4,16,True,True,1676316057
6526a2eb3832f9ba0224d237e901ea5b,Kitsilano Beach Park,49.273355,-123.154493,14,24,2023-02-13T19:22:31.711000Z,0154,22,True,2,39,True,True,1676315771
e44c2235dd603dbee54fe08f7543e85a,Arbutus & McNicoll,49.276144,-123.151272,11,19,2023-02-13T19:22:31.711000Z,0155,14,True,5,30,True,True,1676316016
3596b4831ee2ea7812de753b32306835,Vine & 4th,49.268339,-123.157443,11,7,2023-02-13T19:22:31.720000Z,0159,7,True,0,18,True,True,1676315968
c448b73d92f7f8e1daafb3b9c5fbe6a6,Alexander & Dunlevy,49.284062,-123.095097,10,4,2023-02-13T19:22:31.602000Z,0161,3,True,1,14,True,True,1676316142
5fc29e0ac42c11abb45bf12aaeb925bd,Alder & 11th,49.261742,-123.13148,7,7,2023-02-13T19:22:31.702000Z,0166,3,True,4,14,True,True,1676316137
61901a235d4cfceb7f8f2c3888b98617,10th & Columbia,49.262206,-123.109091,9,5,2023-02-13T19:22:31.565000Z,0172,4,True,1,14,True,True,1676315870
175a074bf65455d1633639511dc129c8,1st & Manitoba,49.27023,-123.10651,27,4,2023-02-13T19:22:31.566000Z,0174,4,True,0,32,True,True,1676315955
35eb539fb9298bb7e4f6759ca0256505,10th & Ontario,49.262062,-123.104656,6,14,2023-02-13T19:22:31.568000Z,0176,7,True,7,20,True,True,1676315885
7b8dfa12900bcb02b47a14e4e5010ba3,Quebec & 1st,49.27033,-123.10275,6,14,2023-02-13T19:22:31.569000Z,0177,13,True,1,20,True,True,1676316082
b30ed0719dd281867a4d39779c78b58a,Columbia & 14th,49.258902,-123.109596,10,4,2023-02-13T19:22:31.572000Z,0180,4,True,0,14,True,True,1676316078
e1a4d91fdae7e18483373f648141e53e,Bute & Davie,49.282224,-123.132778,16,2,2023-02-13T19:22:31.570000Z,0187,2,True,0,20,True,True,1676316130
ace20c241ee38643c9060f290b215b9d,7th & Laurel,49.265071,-123.123864,4,10,2023-02-13T19:22:31.538000Z,0191,8,True,2,14,True,True,1676316107
3aed670ccdcd94b966c0f505f8b028c7,7th &  Alder,49.265198,-123.131043,12,4,2023-02-13T19:22:31.535000Z,0192,4,True,0,16,True,True,1676315613
ae69aeab748d02e5a7d89da28a1a8511,Science World,49.273691,-123.102232,3,13,2023-02-13T19:22:31.536000Z,0193,12,True,1,16,True,True,1676315870
0c9ad3e3703e5869b82619ecdf54f43e,1st & Scotia,49.2685027,-123.0975014,4,16,2023-02-13T19:22:31.541000Z,0197,13,True,3,20,True,True,1676316116
852212d6d52b5f00544fad01d21c7db2,Georgia & Main,49.278529,-123.100017,8,12,2023-02-13T19:22:31.530000Z,0199,12,True,0,20,True,True,1676315940
f3708906ec71348f5a42579fede36a0d,Shaw Tower,49.288682,-123.11818,6,9,2023-02-13T19:22:31.478000Z,0201,9,True,0,18,True,True,1676316008
d145b7498709289702095a4a2fcb2e03,Pine & 14th,49.258864,-123.14353,12,0,2023-02-13T19:22:31.477000Z,0203,0,True,0,12,False,False,0
9449a6a83fbf88452e384350e5ac95b7,York & Yew,49.271741,-123.155421,15,5,2023-02-13T19:22:31.472000Z,0204,5,True,0,20,True,True,1676315882
365da33e9ce06ea53db1173a0f8eae71,Pine & 10th,49.262822,-123.14338,16,4,2023-02-13T19:22:31.474000Z,0205,4,True,0,20,True,True,1676315933
707c1c54e0278fbae5d0ae3c42a25b71,8th & Scotia,49.263635,-123.099236,5,6,2023-02-13T19:22:31.470000Z,0206,6,True,0,12,True,True,1676315741
5105df3dd0daf4c26980f4134f61e5cc,Alberni & Jervis,49.28763,-123.127245,13,7,2023-02-13T19:22:31.471000Z,0207,6,True,1,20,True,True,1676316107
82c794442f54fabf9db6e392ca1fac0f,Stanley Park - Information Booth,49.297933,-123.130758,9,11,2023-02-13T19:22:31.485000Z,0209,11,True,0,20,True,True,1676315947
2ca388bba54706770900ca2a9d7aa5be,14th & Alder,49.258819,-123.131317,6,8,2023-02-13T19:22:31.525000Z,0211,8,True,0,14,True,True,1676315736
e7bf01431a6982f032996ad50a9e5bd7,Pender & Gore,49.280284,-123.097052,5,9,2023-02-13T19:22:31.668000Z,0213,9,True,0,14,True,True,1676315881
1648ead5ea617d2cea115869d9516f5e,Carrall & Seawall,49.276294,-123.106534,4,14,2023-02-13T19:22:31.704000Z,0218,13,True,1,18,True,True,1676315885
91035fe1d70b65c9cb8ec4a007af7c7f,Glen & Union,49.277469,-123.081315,5,8,2023-02-13T19:22:31.692000Z,0221,7,True,1,14,True,True,1676315714
d3aaff4414a8c3fd5480c470f77ff68a,Adanac & McLean,49.277665,-123.073653,1,21,2023-02-13T19:22:31.484000Z,0222,19,True,2,22,True,True,1676315873
b307709b305dd04328fbbf2c6db86419,Commercial & Adanac,49.277436,-123.070427,13,3,2023-02-13T19:22:31.694000Z,0223,2,True,1,16,True,True,1676315828
e9c4bd1fffbb1e5b058b8ea15f7307f6,Pender & Commercial,49.280332,-123.070068,8,8,2023-02-13T19:22:31.699000Z,0224,7,True,1,16,True,True,1676315861
bb0847559ce71c93d8215c0997ea2811,Keefer & Princess,49.279369,-123.091241,8,6,2023-02-13T19:22:31.677000Z,0229,5,True,1,14,True,True,1676316123
1ef5c4ff3f0b09422bb1597fd9d7568b,Alexander & Railway,49.283992,-123.091206,11,9,2023-02-13T19:22:31.487000Z,0230,8,True,1,20,True,True,1676315987
ac3b8198f03754a0afb8b6ed6d220cdd,Napier & Commercial,49.274881,-123.069323,7,7,2023-02-13T19:22:31.407000Z,0231,2,True,5,14,True,True,1676316120
029a505bd4422a1afd127987757f71a6,Britannia Parking Lot,49.275882,-123.071865,3,11,2023-02-13T19:22:31.403000Z,0232,11,True,0,14,True,True,1676315865
0459b7e93703980b853cd65a9dc60596,Thornton & National,49.273777,-123.092723,8,6,2023-02-13T19:22:31.435000Z,0233,5,True,1,14,True,True,1676315587
a21f40838346e300063bdda3c5c04105,Keith & 6th,49.265005,-123.079481,18,10,2023-02-13T19:22:31.608000Z,0236,7,True,3,28,True,True,1676316003
209fb233aff275020a640c8c40a18d90,Glen & 6th,49.265024,-123.08127,12,8,2023-02-13T19:22:31.513000Z,0237,8,True,0,20,True,True,1676315654
6b1622540fe5c85d365754dd8c20bf0c,Grant & Commercial,49.271377,-123.069416,11,3,2023-02-13T19:22:31.669000Z,0239,1,True,2,14,True,True,1676315689
ebc551adb0fc1a684f4080e4954a9ba4,2nd & Commercial,49.268616,-123.069908,16,6,2023-02-13T19:22:31.643000Z,0240,5,True,1,22,True,True,1676316055
6eaa02e5bcf78db5386683d38fa2dabd,4th & Commercial,49.266969,-123.069936,7,7,2023-02-13T19:22:31.657000Z,0241,5,True,2,14,True,True,1676315628
983e58671adcc67af94457d7887dbb15,8th & Commercial,49.263242,-123.070521,21,17,2023-02-13T19:22:31.481000Z,0242,14,True,3,38,True,True,1676315800
797ff1725f8d2b18337de51e240ff60d,10th & Commercial,49.261403,-123.070102,22,4,2023-02-13T19:22:31.666000Z,0244,3,True,1,26,True,True,1676315630
277b4b4881bdb7dac73012672179def8,Woodland & 10th,49.261263,-123.073707,10,4,2023-02-13T19:22:31.599000Z,0245,4,True,0,14,True,True,1676316146
e1ff428dadc7c32141b9d89a7b56728a,Glen & Broadway,49.262242,-123.081459,12,6,2023-02-13T19:22:31.594000Z,0246,5,True,1,18,True,True,1676316120
012d3e06901cc222b1c2cf0a2ace3a29,St George & Broadway,49.262321,-123.09306,8,6,2023-02-13T19:22:31.458000Z,0248,5,True,1,14,True,True,1676315845
a6455af6b689bcbad07ae2c8a3419b50,7th & Woodland,49.264251,-123.073853,10,2,2023-02-13T19:22:31.603000Z,0249,2,True,0,12,True,True,1676315604
475627e149c1a6ba73caac8d8d2fa617,Woodland & 4th,49.266751,-123.073501,11,4,2023-02-13T19:22:31.606000Z,0250,3,True,1,14,True,True,1676316147
f387ec226c432c5c054e3d3616d90501,Woodland & Graveley,49.270684,-123.073562,7,5,2023-02-13T19:22:31.655000Z,0252,0,True,5,12,True,True,1676316036
1675a77b9af656faf527b4e6de53e63b,Charles & Woodland,49.2731,-123.0732,5,9,2023-02-13T19:22:31.607000Z,0253,6,True,3,14,True,True,1676316021
1bca0e944a4faf170db82793414b03ab,18th & Main,49.254667,-123.101389,10,6,2023-02-13T19:22:31.625000Z,0255,5,True,1,16,True,True,1676315767
d0782213f003ce9eb276fbceff44f1f4,Prince Edward & 16th,49.256694,-123.096579,9,5,2023-02-13T19:22:31.642000Z,0256,1,True,4,14,True,True,1676316074
1ef01f2f89621d51afbabaa6296e55be,Prince Edward & 14th,49.258352,-123.096337,9,5,2023-02-13T19:22:31.640000Z,0257,5,True,0,14,True,True,1676315727
c47a1f62ea461ce1c9f3e2478c657df6,13th & St George,49.258817,-123.092797,5,11,2023-02-13T19:22:31.570000Z,0258,8,True,3,16,True,True,1676315683
0cee06d7d10f7d3162cea03d22b7beed,10th & Fraser,49.26151,-123.089413,10,4,2023-02-13T19:22:31.459000Z,0260,0,True,4,14,True,True,1676315903
f62bc2bfe9a0a563d5b6745ce6d962ba,8th & Fraser,49.263382,-123.088837,10,6,2023-02-13T19:22:31.460000Z,0261,6,True,0,16,True,True,1676316015
1c8f7fd6535db12cc45cfc59aa9da058,St Catherines & 10th,49.261353,-123.085333,9,3,2023-02-13T19:22:31.489000Z,0265,3,True,0,12,True,True,1676316069
17a3320a52bcc62161908967f8a06613,St Catherines & 7th,49.264466,-123.085183,15,5,2023-02-13T19:22:31.490000Z,0266,4,True,1,20,True,True,1676315690
aed214941445e0345aa3254805a9e8b8,Pender & Victoria,49.280197,-123.065859,12,4,2023-02-13T19:22:31.561000Z,0272,2,True,2,16,True,True,1676315640
d67640af1b3b3b3ce47169dbc9182470,Victoria & 4th,49.266725,-123.065925,11,5,2023-02-13T19:22:31.560000Z,0273,0,True,5,16,True,True,1676315955
b2c6aaf2b4fa8937bfe3941c038683aa,Victoria & 10th,49.261188,-123.066009,8,4,2023-02-13T19:22:31.559000Z,0274,1,True,3,12,True,True,1676316065
0a43242bee10cd33f539af2c1bf5ecbf,15th & Victoria (Trout Lake),49.256857,-123.065646,12,5,2023-02-13T19:22:31.432000Z,0278,4,True,1,18,True,True,1676315730
198810b9b0af5d229d1b6fa12c620e06,Triumph & Victoria,49.283986,-123.065264,10,6,2023-02-13T19:22:31.467000Z,0280,6,True,0,16,True,True,1676316112
d02e2eaafda91425eddd24d8acd328ab,Windsor & 14th,49.257985,-123.083366,8,6,2023-02-13T19:22:31.468000Z,0281,4,True,2,14,True,True,1676315989
08c7a90bf297fde8c1f1156db13987d4,14th & Fraser,49.257939,-123.089531,14,2,2023-02-13T19:22:31.464000Z,0282,0,True,2,16,True,True,1676315570
97005696a3dff3366a8410b817388990,15th & Knight,49.256496,-123.075426,7,7,2023-02-13T19:22:31.465000Z,0283,6,True,1,14,True,True,1676315930
c52e51e3288a00993bdf892fdc2c2c2c,Commercial & Pandora,49.283236,-123.070443,4,12,2023-02-13T19:22:31.462000Z,0285,11,True,1,16,True,True,1676315995
7d231a181d21056e4ba80c4d9939fe92,Carolina & Great Northern Way,49.267266,-123.090786,6,10,2023-02-13T19:22:31.462000Z,0287,10,True,0,16,True,True,1676316107
dcf3d5c9f1b3a46f0ef2eb2247931f89,6th & Prince Edward,49.265242,-123.095577,11,5,2023-02-13T19:22:31.522000Z,0297,5,True,0,16,True,True,1676315986
9bee3167f10c884044cea0d36afcd1ef,6th & Carolina,49.265213,-123.090785,10,6,2023-02-13T19:22:31.514000Z,0298,5,True,1,16,True,True,1676316058
45a4c865db23e1cad0209afa5a799de0,Stanley Park - Third Beach Parking Lot,49.302577,-123.155616,23,15,2023-02-13T19:22:31.505000Z,0103,14,True,1,38,True,True,1676315944
fe0c57d04d6e682d284d501446095fc9,Union & Dunlevy,49.277595,-123.09583,10,6,2023-02-13T19:22:31.670000Z,0212,6,True,0,16,True,True,1676316145
b10d422b045805f1c350c47c983381e8,Keefer & Hawks,49.279235,-123.087528,3,13,2023-02-13T19:22:31.676000Z,0228,13,True,0,16,True,True,1676315567
4e8fdc99e77ba1b70d90e124a704d0c1,Hawks & Union,49.277333,-123.087359,9,7,2023-02-13T19:22:31.703000Z,0219,7,True,0,16,True,True,1676315740
b562f08327af465e4531e20226789489,Charles & Commercial,49.273103,-123.069892,17,5,2023-02-13T19:22:31.389000Z,0235,1,True,4,22,True,True,1676315798
4ac99b928a91d8ccb785c9d0b805adb6,10th & Kingsway,49.261973,-123.09725,13,6,2023-02-13T19:22:31.571000Z,0186,3,True,3,20,True,True,1676316113
99c81f71db35911c79a86a1c5edc5604,Beach & Hornby,49.275295,-123.132585,12,6,2023-02-13T19:22:31.430000Z,0045,5,True,1,18,True,True,1676315879
e12234b6f1299d178f34bffaca92f043,Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,13,15,2023-02-13T19:22:31.598000Z,0002,15,True,0,28,True,True,1676315965
